concept_name,table_name,field_name,concept_with_context
"CD2(-), CD4(dim +), CD7(-), CD11b(partial +), CD13(partial +), CD14(partial +), CD15(variably and slightly bright +), CD16 (-), CD33(variably bright +), CD34(-), CD36(partial +), CD38(variably +), CD45(variably +), CD56(+), CD64(partial +), CD117(-), HLA-DR(partial dim +), MPO(+), TdT(-). (92% population of medium-sized to large cells)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(dim +), CD7(-), CD11b(partial +), CD13(partial +), CD14(partial +), CD15(variably and slightly bright +), CD16 (-), CD33(variably bright +), CD34(-), CD36(partial +), CD38(variably +), CD45(variably +), CD56(+), CD64(partial +), CD117(-), HLA-DR(partial dim +), MPO(+), TdT(-). (92% population of medium-sized to large cells)"
"CD13, CD33, CD34, CD38, CD58, CD117, and MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, CD38, CD58, CD117, and MPO"
"CD2(-), CD4(-), CD7(+), CD11b(partial dim +), CD13(+), CD14(-), CD15(-), CD16(-), CD33 (variably +), CD34(+), CD36(-), CD38(variably +), CD45(moderate to slightly dim +), CD56(-), CD64(partial +), CD117 (variably +), HLA-DR(partial +), MPO(-), and TdT(-). (Immunophenotypic analysis reveals a 50% population of medium-sized to large cells)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(-), CD7(+), CD11b(partial dim +), CD13(+), CD14(-), CD15(-), CD16(-), CD33 (variably +), CD34(+), CD36(-), CD38(variably +), CD45(moderate to slightly dim +), CD56(-), CD64(partial +), CD117 (variably +), HLA-DR(partial +), MPO(-), and TdT(-). (Immunophenotypic analysis reveals a 50% population of medium-sized to large cells)"
"CD11b, variable CD13, variable CD14, CD15, variable CD16, CD33, CD38, CD56, CD58, CD64, dim HLA-DR positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b, variable CD13, variable CD14, CD15, variable CD16, CD33, CD38, CD56, CD58, CD64, dim HLA-DR positive"
"partial CD11b, dim CD13, dim CD19, dim CD33, CD34,variable CD38, CD58, dim CD64, CD117, CD123, HLA-DR, dim MPO, and dim TDT",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD11b, dim CD13, dim CD19, dim CD33, CD34,variable CD38, CD58, dim CD64, CD117, CD123, HLA-DR, dim MPO, and dim TDT"
CD34+ myeloblasts (60%) and a small population of monoblasts (5%),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_CD34+ myeloblasts (60%) and a small population of monoblasts (5%)
"CD4(few +), CD7(-), CD11b(-), CD13(-), CD14(-), CD15(partial +), CD16(-), CD34(-), CD36(-), CD38(+), CD45(+), CD56(few +), CD64(-), CD117(partial +), HLA-DR(-), MPO(+) and TdT (+)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD4(few +), CD7(-), CD11b(-), CD13(-), CD14(-), CD15(partial +), CD16(-), CD34(-), CD36(-), CD38(+), CD45(+), CD56(few +), CD64(-), CD117(partial +), HLA-DR(-), MPO(+) and TdT (+)"
"CD11b, CD13, dimCD14, CD15, dim CD16, CD33, CD56, CD58, CD64, CD123, and HLA-DR positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b, CD13, dimCD14, CD15, dim CD16, CD33, CD56, CD58, CD64, CD123, and HLA-DR positive"
"CD13, dim CD14, CD33, CD34, CD38, CD58, CD123, CD117, HLA-DR, partial cTdT and cMPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dim CD14, CD33, CD34, CD38, CD58, CD123, CD117, HLA-DR, partial cTdT and cMPO positive"
"CD13, dim CD33, CD34, CD38, CD58, CD117, HLA-DR, and partial MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, dim CD33, CD34, CD38, CD58, CD117, HLA-DR, and partial MPO"
"CD13, CD33, CD34, CD56, CD71, CD117, HLA-DR, MPO-positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, CD56, CD71, CD117, HLA-DR, MPO-positive"
"CD7, CD13, CD33, partial CD34, CD117, CD123, HLA-DR, MPO +",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, partial CD34, CD117, CD123, HLA-DR, MPO +"
"partial CD7, CD13, CD33, CD34, partial CD56, CD58, HLA-DR, and partial MPO-positive CD117, CD123,",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD7, CD13, CD33, CD34, partial CD56, CD58, HLA-DR, and partial MPO-positive CD117, CD123,"
"partial CD7, partial CD11b, CD13, CD33, dim CD45, CD58, partial CD64, partial CD117, CD123, dimHLA-DR, MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD7, partial CD11b, CD13, CD33, dim CD45, CD58, partial CD64, partial CD117, CD123, dimHLA-DR, MPO positive"
